,posts,token
155,"所以你要对象干嘛？用来分摊房租？用来解决日常生理需要？算这么清楚，那之后生孩子男方是不是该给女方代孕费？和孩子在女方肚子里住了近10个月，是不是该给孩子缴房租？

#情侣同居房租该不该AA制#","所以 你 要 对象 干嘛   用来 分摊 房租   用来 解决 日常 常生 生理 生理需要 需要   算 这么 清楚   那 之后 后生 孩子 男方 是不是 不是 该 给 女方 代孕 费   和 孩子 在 女方 肚子 里 住 了 近 10 个 月   是不是 不是 该 给 孩子 缴 房租  

# 情侣 同居 房租 该不该 不该 AA 制 #"
156,#情侣同居房租该不该AA制#两个人到一起还只是情侣，就租房同居，过起了夫妻般的生活，一切都感到惬意，让人生充满了眷恋。图的什么呢？还不是为了男欢女爱，但是租房还有必要AA制吗？这岂不是让准夫妻生活大煞风景。本身租房住就是犯大忌，如果AA制仅仅是为了恋爱的味道，而不是情深意长，那还是别租房 ...全文,# 情侣 同居 房租 该不该 不该 AA 制 # 两个 个人 到 一起 还 只是 情侣   就 租房 同居   过起 了 夫妻 般的 生活   一切 都 感到 惬意   让 人生 充满 了 眷恋   图 的 什么 呢   还 不是 为了 男欢女爱   但是 租房 还有 必要 AA 制 吗   这 岂不是 不是 让 准 夫妻 夫妻生活 生活 大煞风景 煞风景 风景   本身 租房 住 就是 犯 大忌   如果 AA 制 仅仅 是 为了 恋爱 的 味道   而 不是 情深 情深意长 深意 长   那 还是 别 租房      全文
157,"#情侣同居房租该不该AA制#
我觉得不应该AA制，
男方应该付所有房租。
我觉得这样才合理，
但也没有什么依据。
你觉得呢？","# 情侣 同居 房租 该不该 不该 AA 制 #
 我 觉得 不应 应该 AA 制  
 男方 应该 付 所有 房租  
 我 觉得 这样 才 合理  
 但 也 没有 什么 依据  
 你 觉得 呢  "
158,#情侣同居房租该不该AA制#如果男方提出房租要AA制，那就：1，向他索要同居费（总不能白睡吧）。2，不要同居了，并立马分手。同这样小气的男人结婚，今后迟早要离婚。女人千万不要同小气的男人交往，今后会吃很多亏的。,# 情侣 同居 房租 该不该 不该 AA 制 # 如果 男方 提出 房租 要 AA 制   那 就  1  向 他 索要 要同 同居 费   总 不能 白 睡 吧   2  不要 要同 同居 了   并立 立马 分手   同 这样 小气 的 男人 结婚   今后 迟早 要 离婚   女人 千万 不要 要同 小气 的 男人 交往   今后 后会 吃 很多 多亏 的  
159,"#情侣同居房租该不该AA制#
我朋友爸妈就是AA的呀，二十多年了。当然不是特别死板的AA，基本上是开一个账户，每年年底双方各拿出一笔钱，存在里面，用作来年孩子的开支，或是用来买大件，旅游之类的。其余的就是自己花自己的。他爸妈感情也挺好，。平日里谁也不过问谁买了什么。他爸喜欢炒股，他妈平 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 #
 我 朋友 爸妈 就是 AA 的 呀   二十 二十多 二十多年 十多 十多年 多年 了   当然 不是 特别 死板 的 AA  基本 基本上 是 开 一个 账户   每年 年底 双方 各 拿出 一笔 钱   存在 里面   用作 来年 孩子 的 开支   或是 用来 买 大件   旅游 之类 的   其余 的 就是 自己 花 自己 的   他 爸妈 感情 也 挺 好    平日 里 谁 也 不过 过问 谁 买 了 什么   他 爸 喜欢 炒股   他 妈 平      全文"
160,前段时间，女子吐糟男朋友要她出房租，我把他当成男朋友，他却当我是室友，你觉得#情侣同居房租该不该AA制#？ 义乌市 金华身边事的微博投票,前段 前段时间 段时间 时间   女子 吐 糟 男朋友 朋友 要 她 出 房租   我 把 他 当成 男朋友 朋友   他 却 当 我 是 室友   你 觉得 # 情侣 同居 房租 该不该 不该 AA 制 #   义乌 义乌市 乌市   金华 身边 事 的 微 博 投票
161,"#情侣同居房租该不该AA制#

既然同居了，奔着结婚去的，就让他上交工资卡。情侣同居，房租钱AA制的作为有点让女生不能接受。最好的状态是男人要勇于承担，而女人愿意分担。既然是同居优先过起“小夫妻”的生活，那势必要面对生活的一地鸡毛。#刘阳#","# 情侣 同居 房租 该不该 不该 AA 制 #

 既然 同居 了   奔 着 结婚 去 的   就让 他 上交 交工 工资 工资卡   情侣 同居   房租 租钱 AA 制 的 作为 有点 让 女生 不能 接受   最好 的 状态 是 男人 要 勇于 承担   而 女人 人愿 愿意 分担   既然 是 同居 优先 过起   小 夫妻   的 生活   那 势必 必要 面对 对生 生活 的 一 地 鸡毛  # 刘 阳 #"
162,"#情侣同居房租该不该AA制#
我把你当伴侣，你却把我当室友？","# 情侣 同居 房租 该不该 不该 AA 制 #
 我 把 你 当 伴侣   你 却 把 我 当 室友  "
163,"#情侣同居房租该不该AA制#
当然不应该AA啊，俺们?? 都是一起管的","# 情侣 同居 房租 该不该 不该 AA 制 #
 当然 不应 应该 AA 啊   俺们     都 是 一起 管 的"
164,"#情侣同居房租该不该AA制#我认为，双方感情如果是真的，是经得起考验的！这都不是个事儿！
但如果大家只是以玩为目的，算清楚点好，免得以后麻烦！","# 情侣 同居 房租 该不该 不该 AA 制 # 我 认为   双方 感情 如果 是 真的   是 经得起 考验 的   这 都 不是 个 事儿  
 但 如果 大家 只是 以 玩 为 目的   算清 算清楚 清楚 点 好   免得 得以 以后 麻烦  "
165,"#情侣同居房租该不该AA制#是为什么让你觉得的同居就可以让他一个人承担呢？作为一个女孩子，同居的话最起码也要自己先去提aa房租吧。别的不说，只是同居也没必要什么都让男生承担呀。更何况感情基础并不牢靠你还指望他心甘情愿出房租？

而且不为别的，出房租也是让你自己有尊严，毕竟你出房租你有底气 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 # 是 为什么 什么 让 你 觉得 的 同居 就 可以 让 他 一个 个人 承担 呢   作为 一个 女孩 女孩子 孩子   同居 的话 最起码 起码 也 要 自己 先去 提 aa 房租 吧   别的 不 说   只是 同居 也 没 必要 什么 都 让 男生 承担 呀   更何况 何况 感情 基础 并 不 牢靠 你 还 指望 他 心甘 心甘情愿 情愿 出 房租  

 而且 不为 别的   出 房租 也 是 让 你 自己 有 尊严   毕竟 你 出 房租 你 有底 底气      全文"
166,#一书一浪漫# 南北驱驰报主情，江花边草笑平生。一年三百六十日，都是横戈马上行。#情侣同居房租该不该AA制#,# 一 书 一 浪漫 #  南北 驱驰 报 主 情   江 花边 草 笑 平生   一年 三百 三百六 三百六十 三百六十日 百六 六十 六十日 十日   都 是 横 戈 马上 上行  # 情侣 同居 房租 该不该 不该 AA 制 #
167,#情侣同居房租该不该AA制#我认为一定要AA，但是应该在同居之前就说清楚。房租，水电，伙食费全都理清楚。真的很奇怪，现在很多女生一边说着男女平等，一边又总是认为男生就应该多付出。大概问题中的男生错的地方是在于没有在一开始说清楚房租AA的问题吧。但也许他忽然提出这样的要求是因为他的钱负担不 ...全文,# 情侣 同居 房租 该不该 不该 AA 制 # 我 认为 一定 定要 AA  但是 应该 在 同居 之前 就 说 清楚   房租   水电   伙食 伙食费 全都 理清 清楚   真的 很 奇怪   现在 很多 女生 一边 说 着 男女 男女平等 平等   一边 又 总是 认为 男生 生就 应该 多付 付出   大概 问题 中 的 男生 错 的 地方 是 在于 没有 在 一开 开始 说 清楚 房租 AA 的 问题 吧   但 也许 他 忽然 提出 这样 的 要求 是因为 因为 他 的 钱 负担 不      全文
168,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
169,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
170,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
171,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
172,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
173,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
174,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
175,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
176,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
177,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
178,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
179,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
180,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
181,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
182,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
183,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
184,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
185,来说一说#情侣同居房租该不该AA制# ？,来说 说一说 # 情侣 同居 房租 该不该 不该 AA 制 #  
186,#情侣同居房租该不该AA制##恋爱#感情不应该和金钱挂钩 真正爱你的人也舍得让你花钱 我觉得吧 这就要看每个人的价值观了 情侣同居房租应该怎么算?是否该由男方付?,# 情侣 同居 房租 该不该 不该 AA 制 ## 恋爱 # 感情 不应 应该 和 金钱 挂钩   真正 爱 你 的 人 也 舍得 让 你 花钱   我 觉得 吧   这 就要 看 每个 个人 的 价值 价值观 了   情侣 同居 房租 应该 怎么 算   是否 该 由 男方 付  
187,#情侣同居房租该不该AA制##恋爱#AA 网页链接,# 情侣 同居 房租 该不该 不该 AA 制 ## 恋爱 #AA  网页 链接
188,#情侣同居房租该不该AA制##恋爱#我感觉男方应该付 让一个女生付那这个男的是真的不行 网页链接,# 情侣 同居 房租 该不该 不该 AA 制 ## 恋爱 # 我 感觉 男方 应该 付   让 一个 女生 付 那 这个 男 的 是 真的 不行   网页 链接
189,"#情侣同居房租该不该AA制#遵从你自己的内心。这个是价值观的问题，如果你跟你男票的价值观有冲突，那么将来就不仅仅是房租AA的问题了。毕竟要走的路那么长。
就算你现在看了所有的答案，觉得大家说AA是合理的，但是你依然是无法很开心的去接受这个事实对不对。所以，这个要么就是坦诚的跟男票沟通，要 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 # 遵从 你 自己 的 内心   这个 是 价值 价值观 的 问题   如果 你 跟 你 男 票 的 价值 价值观 有 冲突   那么 将来 就 不仅 不仅仅 仅仅 是 房租 AA 的 问题 了   毕竟 竟要 走 的 路 那么 长  
 就算 你 现在 看 了 所有 的 答案   觉得 大家 说 AA 是 合理 的   但是 你 依然 是 无法 很 开心 的 去 接受 这个 事实 对 不对   所以   这个 要么 就是 坦诚 的 跟 男 票 沟通   要      全文"
190,#情侣同居房租该不该AA制#两个人在一起 总有人会付出的多一点,# 情侣 同居 房租 该不该 不该 AA 制 # 两个 个人 在 一起   总 有人 会付 付出 的 多一点 一点
191,"#情侣同居房租该不该AA制#
啥都是我男朋友出 男朋友还接我上下学 给我做饭 喜欢什么东西 说一句 他一定会上心 而且还很帅 按他的话说 管吃管住管一切 当男朋友之余 当爹当哥还当出气筒 emmm 天天问我要不买个包 要不买双鞋 这个毛衣好看吗 反正我长得没她好看 他就说他恋丑癖 我们一致认为 他上辈子一 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 #
 啥 都 是 我 男朋友 朋友 出   男朋友 朋友 还 接 我 上下 上下学 下学   给 我 做饭   喜欢 什么 东西   说 一句   他 一定 定会 会上 上心   而且 还 很 帅   按 他 的话 说   管吃管住 管住 管 一切   当 男朋友 朋友 之余   当 爹 当 哥 还 当 出气 出气筒 气筒  emmm  天天 天问 我 要 不 买 个 包   要 不 买 双 鞋   这个 毛衣 好看 吗   反正 我 长 得 没 她 好看   他 就 说 他 恋 丑 癖   我们 一致 认为   他 上辈 上辈子 辈子 一      全文"
